admin_code,branch_id,partition_code,assignment_source,donor_admin_code,donor_distance_km,nearest_eligible_admin_code,nearest_eligible_distance_km,model_route,fallback_reason,was_placeholder_root
62,,-1,unresolved,-1,,100031,3448.033376456352,pooled_root,nearest eligible donor beyond 100 km,False
63,,-1,unresolved,-1,,100031,3447.1442431821793,pooled_root,nearest eligible donor beyond 100 km,False
64,,-1,unresolved,-1,,100031,3522.5077435625994,pooled_root,nearest eligible donor beyond 100 km,False
65,,-1,unresolved,-1,,100031,3522.565410202448,pooled_root,nearest eligible donor beyond 100 km,False
66,,-1,unresolved,-1,,100031,3545.363707178799,pooled_root,nearest eligible donor beyond 100 km,False
67,,-1,unresolved,-1,,100031,3545.3620338829073,pooled_root,nearest eligible donor beyond 100 km,False
68,,-1,unresolved,-1,,100031,3545.103306019521,pooled_root,nearest eligible donor beyond 100 km,False
69,,-1,unresolved,-1,,100031,3545.0486058253255,pooled_root,nearest eligible donor beyond 100 km,False
70,,-1,unresolved,-1,,100113,3554.0117016617874,pooled_root,nearest eligible donor beyond 100 km,False
71,,-1,unresolved,-1,,100031,3548.4822294440055,pooled_root,nearest eligible donor beyond 100 km,False
72,,-1,unresolved,-1,,100031,3548.478645712974,pooled_root,nearest eligible donor beyond 100 km,False
73,,-1,unresolved,-1,,100031,3548.473580646755,pooled_root,nearest eligible donor beyond 100 km,False
74,,-1,unresolved,-1,,100031,3548.4226887615055,pooled_root,nearest eligible donor beyond 100 km,False
75,,-1,unresolved,-1,,100113,3552.42801320624,pooled_root,nearest eligible donor beyond 100 km,False
76,,-1,unresolved,-1,,100113,3559.5040054450787,pooled_root,nearest eligible donor beyond 100 km,False
77,,-1,unresolved,-1,,100113,3559.7008228797035,pooled_root,nearest eligible donor beyond 100 km,False
78,,-1,unresolved,-1,,100031,3439.430397685282,pooled_root,nearest eligible donor beyond 100 km,False
79,,-1,unresolved,-1,,100113,3546.8780081439727,pooled_root,nearest eligible donor beyond 100 km,False
80,,-1,unresolved,-1,,100031,3427.6510831102046,pooled_root,nearest eligible donor beyond 100 km,False
81,,-1,unresolved,-1,,100113,3543.751810224689,pooled_root,nearest eligible donor beyond 100 km,False
82,,-1,unresolved,-1,,100113,3542.6449600992646,pooled_root,nearest eligible donor beyond 100 km,False
83,,-1,unresolved,-1,,100113,3544.824988960564,pooled_root,nearest eligible donor beyond 100 km,False
