scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs3,12,12-month horizon,2022-06,agri,Agri,1.8154771463587453e-15,0.08872599787779435,24,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-06,conflict,Conflict,4.609291932252043e-15,0.22526531221799065,38,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-06,econ,Econ,6.137853403654218e-15,0.2999691674219646,16,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-06,food_prices,Food Prices,1.2667059867980692e-15,0.061906454136231935,6,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-06,geographic,Geographic,1.478348682157596e-15,0.07224985580172963,8,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-06,lag,Lag,3.4286962782733745e-15,0.16756724220948738,6,2.046161429324548e-14,23,489
fs3,12,12-month horizon,2022-10,weather,Weather,8.735474791459269e-16,0.09948473886418203,8,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,agri,Agri,5.755529717440929e-16,0.06554736687288854,24,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,conflict,Conflict,1.3536818879323756e-15,0.15416527703542082,38,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,econ,Econ,3.1511136191403374e-15,0.3588674033356985,16,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,food_prices,Food Prices,1.955760416446064e-16,0.022273353075355596,6,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,geographic,Geographic,1.3143414870729566e-15,0.14968496016685398,8,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2022-10,lag,Lag,1.316904934247624e-15,0.14997690064960054,6,8.78071842092792e-15,19,493
fs3,12,12-month horizon,2023-02,weather,Weather,1.9399318980117483e-15,0.06573885023365432,8,2.950967184726666e-14,31,481
