method,horizon_months,country_key,tp,fp,fn,tn,n,f1,precision,recall
rich_direct_xgb,3,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
rich_direct_xgb,3,Djibouti,14,15,18,25,72,0.45901639344262296,0.4827586206896552,0.4375
rich_direct_xgb,3,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
rich_direct_xgb,3,El Salvador,3,16,9,29,57,0.1935483870967742,0.15789473684210525,0.25
rich_direct_xgb,3,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
rich_direct_xgb,3,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
rich_direct_xgb,3,Gambia,0,0,0,32,32,,,
rich_direct_xgb,3,Ghana,13,22,32,198,265,0.325,0.37142857142857144,0.28888888888888886
rich_direct_xgb,3,Guatemala,18,44,8,167,237,0.4090909090909091,0.2903225806451613,0.6923076923076923
rich_direct_xgb,3,Guinea,0,3,4,104,111,0.0,0.0,0.0
rich_direct_xgb,3,Guinea-Bissau,0,0,0,37,37,,,
rich_direct_xgb,3,Haiti,160,108,13,0,281,0.7256235827664399,0.5970149253731343,0.9248554913294798
rich_direct_xgb,3,Honduras,21,77,12,39,149,0.32061068702290074,0.21428571428571427,0.6363636363636364
rich_direct_xgb,3,Kenya,32,48,10,160,250,0.5245901639344263,0.4,0.7619047619047619
rich_direct_xgb,3,Lebanon,98,34,28,57,217,0.7596899224806202,0.7424242424242424,0.7777777777777778
rich_direct_xgb,3,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
rich_direct_xgb,3,Liberia,0,1,0,27,28,0.0,0.0,
rich_direct_xgb,3,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
rich_direct_xgb,3,Malawi,25,9,17,49,100,0.6578947368421053,0.7352941176470589,0.5952380952380952
rich_direct_xgb,3,Mali,13,3,8,188,212,0.7027027027027027,0.8125,0.6190476190476191
rich_direct_xgb,3,Mauritania,0,1,2,167,170,0.0,0.0,0.0
rich_direct_xgb,3,Mozambique,94,76,133,316,619,0.473551637279597,0.5529411764705883,0.41409691629955947
rich_direct_xgb,3,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
rich_direct_xgb,3,Niger,15,11,17,189,232,0.5172413793103449,0.5769230769230769,0.46875
rich_direct_xgb,3,Nigeria,160,96,186,2233,2675,0.53156146179402,0.625,0.4624277456647399
rich_direct_xgb,3,Pakistan,110,88,22,65,285,0.6666666666666666,0.5555555555555556,0.8333333333333334
rich_direct_xgb,3,"Palestine, State of",16,0,0,0,16,1.0,1.0,1.0
rich_direct_xgb,3,Senegal,0,3,6,190,199,0.0,0.0,0.0
rich_direct_xgb,3,Sierra Leone,1,8,10,61,80,0.1,0.1111111111111111,0.09090909090909091
rich_direct_xgb,3,Somalia,771,521,408,1113,2813,0.6240388506677459,0.596749226006192,0.6539440203562341
rich_direct_xgb,3,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
rich_direct_xgb,3,South Sudan,306,41,26,19,392,0.9013254786450663,0.8818443804034583,0.9216867469879518
rich_direct_xgb,3,Sudan,156,29,146,68,399,0.6406570841889117,0.8432432432432433,0.5165562913907285
rich_direct_xgb,3,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
rich_direct_xgb,3,"Tanzania, United Republic of",0,14,2,122,138,0.0,0.0,0.0
rich_direct_xgb,3,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_direct_xgb,3,Togo,4,4,9,163,180,0.38095238095238093,0.5,0.3076923076923077
rich_direct_xgb,3,Uganda,80,55,86,151,372,0.53156146179402,0.5925925925925926,0.4819277108433735
rich_direct_xgb,3,Yemen,608,11,45,0,664,0.9559748427672956,0.9822294022617124,0.9310872894333844
rich_direct_xgb,3,Zambia,87,132,98,113,430,0.4306930693069307,0.3972602739726027,0.4702702702702703
rich_direct_xgb,3,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_direct_xgb,6,Afghanistan,134,120,12,26,292,0.67,0.5275590551181102,0.9178082191780822
rich_direct_xgb,6,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_direct_xgb,6,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
rich_direct_xgb,6,Benin,0,0,1,245,246,0.0,,0.0
rich_direct_xgb,6,Burkina Faso,23,12,20,103,158,0.5897435897435898,0.6571428571428571,0.5348837209302325
rich_direct_xgb,6,Burundi,0,0,3,54,57,0.0,,0.0
rich_direct_xgb,6,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_direct_xgb,6,Cameroon,25,18,26,189,258,0.5319148936170213,0.5813953488372093,0.49019607843137253
rich_direct_xgb,6,Central African Republic,539,137,132,117,925,0.8002969561989607,0.7973372781065089,0.8032786885245902
rich_direct_xgb,6,Chad,12,18,54,261,345,0.25,0.4,0.18181818181818182
rich_direct_xgb,6,"Congo, The Democratic Republic of the",245,206,110,264,825,0.607940446650124,0.5432372505543237,0.6901408450704225
rich_direct_xgb,6,Côte d'Ivoire,0,1,1,153,155,0.0,0.0,0.0
rich_direct_xgb,6,Djibouti,22,13,10,27,72,0.6567164179104478,0.6285714285714286,0.6875
rich_direct_xgb,6,Dominican Republic,4,6,22,55,87,0.2222222222222222,0.4,0.15384615384615385
rich_direct_xgb,6,El Salvador,1,10,11,35,57,0.08695652173913043,0.09090909090909091,0.08333333333333333
rich_direct_xgb,6,Eswatini,9,7,2,14,32,0.6666666666666666,0.5625,0.8181818181818182
rich_direct_xgb,6,Ethiopia,26,15,18,15,74,0.611764705882353,0.6341463414634146,0.5909090909090909
rich_direct_xgb,6,Gambia,0,0,0,32,32,,,
rich_direct_xgb,6,Ghana,11,17,34,203,265,0.3013698630136986,0.39285714285714285,0.24444444444444444
rich_direct_xgb,6,Guatemala,15,40,11,169,235,0.37037037037037035,0.2727272727272727,0.5769230769230769
rich_direct_xgb,6,Guinea,0,0,4,107,111,0.0,,0.0
rich_direct_xgb,6,Guinea-Bissau,0,0,0,37,37,,,
rich_direct_xgb,6,Haiti,162,88,11,11,272,0.7659574468085106,0.648,0.9364161849710982
rich_direct_xgb,6,Honduras,19,69,14,46,148,0.3140495867768595,0.2159090909090909,0.5757575757575758
rich_direct_xgb,6,Kenya,26,32,16,173,247,0.52,0.4482758620689655,0.6190476190476191
rich_direct_xgb,6,Lebanon,67,25,31,41,164,0.7052631578947368,0.7282608695652174,0.6836734693877551
rich_direct_xgb,6,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
rich_direct_xgb,6,Liberia,0,2,0,26,28,0.0,0.0,
rich_direct_xgb,6,Madagascar,16,68,18,130,232,0.2711864406779661,0.19047619047619047,0.47058823529411764
rich_direct_xgb,6,Malawi,25,10,17,48,100,0.6493506493506493,0.7142857142857143,0.5952380952380952
rich_direct_xgb,6,Mali,9,3,12,188,212,0.5454545454545454,0.75,0.42857142857142855
rich_direct_xgb,6,Mauritania,0,0,2,168,170,0.0,,0.0
rich_direct_xgb,6,Mozambique,92,70,101,287,550,0.5183098591549296,0.5679012345679012,0.47668393782383417
rich_direct_xgb,6,Namibia,16,7,24,12,59,0.5079365079365079,0.6956521739130435,0.4
rich_direct_xgb,6,Niger,14,13,18,187,232,0.4745762711864407,0.5185185185185185,0.4375
rich_direct_xgb,6,Nigeria,162,76,184,2253,2675,0.5547945205479452,0.680672268907563,0.4682080924855491
rich_direct_xgb,6,Pakistan,99,87,20,46,252,0.6491803278688525,0.532258064516129,0.8319327731092437
rich_direct_xgb,6,"Palestine, State of",13,0,0,0,13,1.0,1.0,1.0
rich_direct_xgb,6,Senegal,0,0,6,193,199,0.0,,0.0
rich_direct_xgb,6,Sierra Leone,2,7,9,62,80,0.2,0.2222222222222222,0.18181818181818182
rich_direct_xgb,6,Somalia,623,474,405,973,2475,0.5863529411764706,0.5679124886052871,0.6060311284046692
rich_direct_xgb,6,South Africa,3,0,3,11,17,0.6666666666666666,1.0,0.5
rich_direct_xgb,6,South Sudan,303,42,29,18,392,0.8951255539143279,0.8782608695652174,0.9126506024096386
rich_direct_xgb,6,Sudan,126,26,42,21,215,0.7875,0.8289473684210527,0.75
rich_direct_xgb,6,Tajikistan,6,0,0,0,6,1.0,1.0,1.0
rich_direct_xgb,6,"Tanzania, United Republic of",0,10,2,126,138,0.0,0.0,0.0
rich_direct_xgb,6,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_direct_xgb,6,Togo,4,5,9,162,180,0.36363636363636365,0.4444444444444444,0.3076923076923077
rich_direct_xgb,6,Uganda,72,52,89,150,363,0.5052631578947369,0.5806451612903226,0.4472049689440994
rich_direct_xgb,6,Yemen,613,11,40,0,664,0.9600626468285043,0.9823717948717948,0.9387442572741195
rich_direct_xgb,6,Zambia,81,128,104,117,430,0.41116751269035534,0.3875598086124402,0.43783783783783786
rich_direct_xgb,6,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_direct_xgb,12,Afghanistan,74,97,8,21,200,0.5849802371541502,0.4327485380116959,0.9024390243902439
rich_direct_xgb,12,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_direct_xgb,12,Bangladesh,16,6,0,15,37,0.8421052631578947,0.7272727272727273,1.0
rich_direct_xgb,12,Benin,0,0,1,187,188,0.0,,0.0
rich_direct_xgb,12,Burkina Faso,11,10,18,75,114,0.44,0.5238095238095238,0.3793103448275862
rich_direct_xgb,12,Burundi,0,0,3,46,49,0.0,,0.0
rich_direct_xgb,12,Cabo Verde,0,0,0,19,19,,,
rich_direct_xgb,12,Cameroon,26,20,15,147,208,0.5977011494252874,0.5652173913043478,0.6341463414634146
rich_direct_xgb,12,Central African Republic,477,159,14,77,727,0.8464951197870453,0.75,0.9714867617107943
rich_direct_xgb,12,Chad,12,11,48,206,277,0.2891566265060241,0.5217391304347826,0.2
rich_direct_xgb,12,"Congo, The Democratic Republic of the",177,128,92,224,621,0.6167247386759582,0.580327868852459,0.6579925650557621
rich_direct_xgb,12,Côte d'Ivoire,0,0,1,123,124,0.0,,0.0
rich_direct_xgb,12,Djibouti,30,35,2,5,72,0.6185567010309279,0.46153846153846156,0.9375
rich_direct_xgb,12,Dominican Republic,2,6,21,26,55,0.12903225806451613,0.25,0.08695652173913043
rich_direct_xgb,12,El Salvador,1,4,11,41,57,0.11764705882352941,0.2,0.08333333333333333
rich_direct_xgb,12,Eswatini,9,10,2,11,32,0.6,0.47368421052631576,0.8181818181818182
rich_direct_xgb,12,Ethiopia,37,24,6,6,73,0.7115384615384616,0.6065573770491803,0.8604651162790697
rich_direct_xgb,12,Gambia,0,0,0,24,24,,,
rich_direct_xgb,12,Ghana,6,13,29,151,199,0.2222222222222222,0.3157894736842105,0.17142857142857143
rich_direct_xgb,12,Guatemala,10,58,11,133,212,0.2247191011235955,0.14705882352941177,0.47619047619047616
rich_direct_xgb,12,Guinea,0,0,4,101,105,0.0,,0.0
rich_direct_xgb,12,Guinea-Bissau,0,0,0,30,30,,,
rich_direct_xgb,12,Haiti,119,82,14,11,226,0.7125748502994012,0.5920398009950248,0.8947368421052632
rich_direct_xgb,12,Honduras,17,56,11,50,134,0.33663366336633666,0.2328767123287671,0.6071428571428571
rich_direct_xgb,12,Kenya,23,51,10,124,208,0.42990654205607476,0.3108108108108108,0.696969696969697
rich_direct_xgb,12,Lebanon,80,17,12,27,136,0.8465608465608465,0.8247422680412371,0.8695652173913043
rich_direct_xgb,12,Lesotho,13,9,0,8,30,0.7428571428571429,0.5909090909090909,1.0
rich_direct_xgb,12,Liberia,0,4,0,24,28,0.0,0.0,
rich_direct_xgb,12,Madagascar,24,88,1,70,183,0.35036496350364965,0.21428571428571427,0.96
rich_direct_xgb,12,Malawi,13,9,15,31,68,0.52,0.5909090909090909,0.4642857142857143
rich_direct_xgb,12,Mali,5,2,14,143,164,0.38461538461538464,0.7142857142857143,0.2631578947368421
rich_direct_xgb,12,Mauritania,0,2,2,126,130,0.0,0.0,0.0
rich_direct_xgb,12,Mozambique,104,93,89,264,550,0.5333333333333333,0.5279187817258884,0.538860103626943
rich_direct_xgb,12,Namibia,12,6,25,2,45,0.43636363636363634,0.6666666666666666,0.32432432432432434
rich_direct_xgb,12,Niger,9,12,15,137,173,0.4,0.42857142857142855,0.375
rich_direct_xgb,12,Nigeria,142,77,174,1755,2148,0.5308411214953271,0.6484018264840182,0.44936708860759494
rich_direct_xgb,12,Pakistan,87,84,7,29,207,0.6566037735849056,0.5087719298245614,0.925531914893617
rich_direct_xgb,12,"Palestine, State of",9,0,0,0,9,1.0,1.0,1.0
rich_direct_xgb,12,Senegal,0,0,6,150,156,0.0,,0.0
rich_direct_xgb,12,Sierra Leone,0,6,7,51,64,0.0,0.0,0.0
rich_direct_xgb,12,Somalia,771,705,145,476,2097,0.6446488294314381,0.5223577235772358,0.8417030567685589
rich_direct_xgb,12,South Africa,2,2,4,9,17,0.4,0.5,0.3333333333333333
rich_direct_xgb,12,South Sudan,248,46,12,9,315,0.8953068592057761,0.8435374149659864,0.9538461538461539
rich_direct_xgb,12,Sudan,90,36,76,6,208,0.6164383561643836,0.7142857142857143,0.5421686746987951
rich_direct_xgb,12,Tajikistan,3,0,0,0,3,1.0,1.0,1.0
rich_direct_xgb,12,"Tanzania, United Republic of",0,20,2,104,126,0.0,0.0,0.0
rich_direct_xgb,12,Togo,0,5,13,126,144,0.0,0.0,0.0
rich_direct_xgb,12,Uganda,50,41,106,154,351,0.4048582995951417,0.5494505494505495,0.32051282051282054
rich_direct_xgb,12,Yemen,625,8,28,0,661,0.9720062208398134,0.9873617693522907,0.9571209800918836
rich_direct_xgb,12,Zambia,65,129,83,81,358,0.38011695906432746,0.33505154639175255,0.4391891891891892
rich_direct_xgb,12,Zimbabwe,15,13,0,0,28,0.6976744186046512,0.5357142857142857,1.0
rich_rf,1,Afghanistan,161,111,25,40,337,0.7030567685589519,0.5919117647058824,0.8655913978494624
rich_rf,1,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_rf,1,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
rich_rf,1,Benin,0,0,1,245,246,0.0,,0.0
rich_rf,1,Burkina Faso,22,12,21,103,158,0.5714285714285714,0.6470588235294118,0.5116279069767442
rich_rf,1,Burundi,0,0,3,62,65,0.0,,0.0
rich_rf,1,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_rf,1,Cameroon,25,21,26,186,258,0.5154639175257731,0.5434782608695652,0.49019607843137253
rich_rf,1,Central African Republic,615,166,130,132,1043,0.8060288335517694,0.7874519846350833,0.825503355704698
rich_rf,1,Chad,15,22,51,257,345,0.2912621359223301,0.40540540540540543,0.22727272727272727
rich_rf,1,"Congo, The Democratic Republic of the",291,185,89,299,864,0.6799065420560748,0.6113445378151261,0.7657894736842106
rich_rf,1,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
rich_rf,1,Djibouti,24,20,18,25,87,0.5581395348837209,0.5454545454545454,0.5714285714285714
rich_rf,1,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
rich_rf,1,El Salvador,3,10,9,35,57,0.24,0.23076923076923078,0.25
rich_rf,1,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
rich_rf,1,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
rich_rf,1,Gambia,0,0,0,32,32,,,
rich_rf,1,Ghana,11,14,34,206,265,0.3142857142857143,0.44,0.24444444444444444
rich_rf,1,Guatemala,18,30,8,181,237,0.4864864864864865,0.375,0.6923076923076923
rich_rf,1,Guinea,0,0,4,107,111,0.0,,0.0
rich_rf,1,Guinea-Bissau,0,0,0,37,37,,,
rich_rf,1,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
rich_rf,1,Honduras,21,52,12,64,149,0.39622641509433965,0.2876712328767123,0.6363636363636364
rich_rf,1,Kenya,43,43,13,176,275,0.6056338028169014,0.5,0.7678571428571429
rich_rf,1,Lebanon,102,34,24,57,217,0.7786259541984732,0.75,0.8095238095238095
rich_rf,1,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
rich_rf,1,Liberia,0,2,0,26,28,0.0,0.0,
rich_rf,1,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
rich_rf,1,Malawi,30,11,12,47,100,0.7228915662650602,0.7317073170731707,0.7142857142857143
rich_rf,1,Mali,12,4,9,187,212,0.6486486486486487,0.75,0.5714285714285714
rich_rf,1,Mauritania,0,0,2,168,170,0.0,,0.0
rich_rf,1,Mozambique,94,76,133,316,619,0.473551637279597,0.5529411764705883,0.41409691629955947
rich_rf,1,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
rich_rf,1,Niger,15,12,17,188,232,0.5084745762711864,0.5555555555555556,0.46875
rich_rf,1,Nigeria,168,97,178,2232,2675,0.5499181669394435,0.6339622641509434,0.48554913294797686
rich_rf,1,Pakistan,100,78,32,75,285,0.6451612903225806,0.5617977528089888,0.7575757575757576
rich_rf,1,"Palestine, State of",17,0,0,0,17,1.0,1.0,1.0
rich_rf,1,Senegal,0,2,6,191,199,0.0,0.0,0.0
rich_rf,1,Sierra Leone,1,4,10,65,80,0.125,0.2,0.09090909090909091
rich_rf,1,Somalia,826,528,382,1126,2862,0.644808743169399,0.6100443131462334,0.6837748344370861
rich_rf,1,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
rich_rf,1,South Sudan,305,39,27,21,392,0.9023668639053254,0.8866279069767442,0.9186746987951807
rich_rf,1,Sudan,158,30,144,67,399,0.6448979591836734,0.8404255319148937,0.5231788079470199
rich_rf,1,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
rich_rf,1,"Tanzania, United Republic of",0,8,2,128,138,0.0,0.0,0.0
rich_rf,1,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_rf,1,Togo,2,3,11,164,180,0.2222222222222222,0.4,0.15384615384615385
rich_rf,1,Uganda,97,78,69,128,372,0.5689149560117303,0.5542857142857143,0.5843373493975904
rich_rf,1,Yemen,615,11,41,0,667,0.9594383775351014,0.9824281150159745,0.9375
rich_rf,1,Zambia,92,134,93,111,430,0.44768856447688565,0.40707964601769914,0.4972972972972973
rich_rf,1,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_rf,3,Afghanistan,176,127,9,24,336,0.7213114754098361,0.5808580858085809,0.9513513513513514
rich_rf,3,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_rf,3,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
rich_rf,3,Benin,0,0,1,245,246,0.0,,0.0
rich_rf,3,Burkina Faso,20,12,23,103,158,0.5333333333333333,0.625,0.46511627906976744
rich_rf,3,Burundi,0,0,3,62,65,0.0,,0.0
rich_rf,3,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_rf,3,Cameroon,25,23,26,184,258,0.5050505050505051,0.5208333333333334,0.49019607843137253
rich_rf,3,Central African Republic,635,166,110,132,1043,0.8214747736093143,0.7927590511860175,0.8523489932885906
rich_rf,3,Chad,12,20,54,259,345,0.24489795918367346,0.375,0.18181818181818182
rich_rf,3,"Congo, The Democratic Republic of the",297,195,83,288,863,0.6811926605504587,0.6036585365853658,0.781578947368421
rich_rf,3,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
rich_rf,3,Djibouti,17,18,15,22,72,0.5074626865671642,0.4857142857142857,0.53125
rich_rf,3,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
rich_rf,3,El Salvador,3,14,9,31,57,0.20689655172413793,0.17647058823529413,0.25
rich_rf,3,Eswatini,12,9,5,17,43,0.631578947368421,0.5714285714285714,0.7058823529411765
rich_rf,3,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
rich_rf,3,Gambia,0,0,0,32,32,,,
rich_rf,3,Ghana,11,13,34,207,265,0.3188405797101449,0.4583333333333333,0.24444444444444444
rich_rf,3,Guatemala,18,44,8,167,237,0.4090909090909091,0.2903225806451613,0.6923076923076923
rich_rf,3,Guinea,0,0,4,107,111,0.0,,0.0
rich_rf,3,Guinea-Bissau,0,0,0,37,37,,,
rich_rf,3,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
rich_rf,3,Honduras,21,77,12,39,149,0.32061068702290074,0.21428571428571427,0.6363636363636364
rich_rf,3,Kenya,32,54,10,154,250,0.5,0.37209302325581395,0.7619047619047619
rich_rf,3,Lebanon,100,35,26,56,217,0.7662835249042146,0.7407407407407407,0.7936507936507936
rich_rf,3,Lesotho,16,11,3,10,40,0.6956521739130435,0.5925925925925926,0.8421052631578947
rich_rf,3,Liberia,0,2,0,26,28,0.0,0.0,
rich_rf,3,Madagascar,16,53,18,168,255,0.3106796116504854,0.2318840579710145,0.47058823529411764
rich_rf,3,Malawi,26,10,16,48,100,0.6666666666666666,0.7222222222222222,0.6190476190476191
rich_rf,3,Mali,9,4,12,187,212,0.5294117647058824,0.6923076923076923,0.42857142857142855
rich_rf,3,Mauritania,0,0,2,168,170,0.0,,0.0
rich_rf,3,Mozambique,94,76,133,316,619,0.473551637279597,0.5529411764705883,0.41409691629955947
rich_rf,3,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
rich_rf,3,Niger,15,12,17,188,232,0.5084745762711864,0.5555555555555556,0.46875
rich_rf,3,Nigeria,168,93,178,2236,2675,0.5535420098846787,0.6436781609195402,0.48554913294797686
rich_rf,3,Pakistan,111,91,21,62,285,0.6646706586826348,0.5495049504950495,0.8409090909090909
rich_rf,3,"Palestine, State of",16,0,0,0,16,1.0,1.0,1.0
rich_rf,3,Senegal,0,1,6,192,199,0.0,0.0,0.0
rich_rf,3,Sierra Leone,1,4,10,65,80,0.125,0.2,0.09090909090909091
rich_rf,3,Somalia,855,540,324,1094,2813,0.6643356643356644,0.6129032258064516,0.7251908396946565
rich_rf,3,South Africa,5,0,1,11,17,0.9090909090909091,1.0,0.8333333333333334
rich_rf,3,South Sudan,307,42,25,18,392,0.9016152716593245,0.8796561604584527,0.9246987951807228
rich_rf,3,Sudan,159,30,143,67,399,0.6476578411405295,0.8412698412698413,0.5264900662251656
rich_rf,3,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
rich_rf,3,"Tanzania, United Republic of",0,14,2,122,138,0.0,0.0,0.0
rich_rf,3,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_rf,3,Togo,1,2,12,165,180,0.125,0.3333333333333333,0.07692307692307693
rich_rf,3,Uganda,80,50,86,156,372,0.5405405405405406,0.6153846153846154,0.4819277108433735
rich_rf,3,Yemen,610,11,43,0,664,0.957613814756672,0.9822866344605475,0.9341500765696784
rich_rf,3,Zambia,91,135,94,110,430,0.44282238442822386,0.4026548672566372,0.4918918918918919
rich_rf,3,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_rf,6,Afghanistan,138,126,8,20,292,0.6731707317073171,0.5227272727272727,0.9452054794520548
rich_rf,6,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_rf,6,Bangladesh,25,9,0,16,50,0.847457627118644,0.7352941176470589,1.0
rich_rf,6,Benin,0,0,1,245,246,0.0,,0.0
rich_rf,6,Burkina Faso,21,9,22,106,158,0.5753424657534246,0.7,0.4883720930232558
rich_rf,6,Burundi,0,0,3,54,57,0.0,,0.0
rich_rf,6,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_rf,6,Cameroon,26,18,25,189,258,0.5473684210526316,0.5909090909090909,0.5098039215686274
rich_rf,6,Central African Republic,587,150,84,104,925,0.8338068181818182,0.7964721845318861,0.8748137108792846
rich_rf,6,Chad,11,18,55,261,345,0.23157894736842105,0.3793103448275862,0.16666666666666666
rich_rf,6,"Congo, The Democratic Republic of the",268,245,87,225,825,0.6175115207373272,0.5224171539961013,0.7549295774647887
rich_rf,6,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
rich_rf,6,Djibouti,22,18,10,22,72,0.6111111111111112,0.55,0.6875
rich_rf,6,Dominican Republic,5,6,21,55,87,0.2702702702702703,0.45454545454545453,0.19230769230769232
rich_rf,6,El Salvador,1,10,11,35,57,0.08695652173913043,0.09090909090909091,0.08333333333333333
rich_rf,6,Eswatini,9,7,2,14,32,0.6666666666666666,0.5625,0.8181818181818182
rich_rf,6,Ethiopia,34,19,10,11,74,0.7010309278350515,0.6415094339622641,0.7727272727272727
rich_rf,6,Gambia,0,0,0,32,32,,,
rich_rf,6,Ghana,10,17,35,203,265,0.2777777777777778,0.37037037037037035,0.2222222222222222
rich_rf,6,Guatemala,18,43,8,166,235,0.41379310344827586,0.29508196721311475,0.6923076923076923
rich_rf,6,Guinea,0,0,4,107,111,0.0,,0.0
rich_rf,6,Guinea-Bissau,0,0,0,37,37,,,
rich_rf,6,Haiti,162,88,11,11,272,0.7659574468085106,0.648,0.9364161849710982
rich_rf,6,Honduras,21,69,12,46,148,0.34146341463414637,0.23333333333333334,0.6363636363636364
rich_rf,6,Kenya,31,60,11,145,247,0.46616541353383456,0.34065934065934067,0.7380952380952381
rich_rf,6,Lebanon,80,29,18,37,164,0.7729468599033816,0.7339449541284404,0.8163265306122449
rich_rf,6,Lesotho,19,16,0,5,40,0.7037037037037037,0.5428571428571428,1.0
rich_rf,6,Liberia,0,2,0,26,28,0.0,0.0,
rich_rf,6,Madagascar,25,88,9,110,232,0.3401360544217687,0.22123893805309736,0.7352941176470589
rich_rf,6,Malawi,26,10,16,48,100,0.6666666666666666,0.7222222222222222,0.6190476190476191
rich_rf,6,Mali,12,4,9,187,212,0.6486486486486487,0.75,0.5714285714285714
rich_rf,6,Mauritania,0,1,2,167,170,0.0,0.0,0.0
rich_rf,6,Mozambique,93,76,100,281,550,0.5138121546961326,0.5502958579881657,0.48186528497409326
rich_rf,6,Namibia,16,7,24,12,59,0.5079365079365079,0.6956521739130435,0.4
rich_rf,6,Niger,16,15,16,185,232,0.5079365079365079,0.5161290322580645,0.5
rich_rf,6,Nigeria,170,75,176,2254,2675,0.5752961082910322,0.6938775510204082,0.4913294797687861
rich_rf,6,Pakistan,104,99,15,34,252,0.6459627329192547,0.5123152709359606,0.8739495798319328
rich_rf,6,"Palestine, State of",13,0,0,0,13,1.0,1.0,1.0
rich_rf,6,Senegal,0,0,6,193,199,0.0,,0.0
rich_rf,6,Sierra Leone,1,10,10,59,80,0.09090909090909091,0.09090909090909091,0.09090909090909091
rich_rf,6,Somalia,747,511,281,936,2475,0.6535433070866141,0.5937996820349761,0.7266536964980544
rich_rf,6,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
rich_rf,6,South Sudan,313,42,19,18,392,0.9112081513828238,0.8816901408450705,0.9427710843373494
rich_rf,6,Sudan,133,26,35,21,215,0.8134556574923547,0.8364779874213837,0.7916666666666666
rich_rf,6,Tajikistan,6,0,0,0,6,1.0,1.0,1.0
rich_rf,6,"Tanzania, United Republic of",1,14,1,122,138,0.11764705882352941,0.06666666666666667,0.5
rich_rf,6,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_rf,6,Togo,3,5,10,162,180,0.2857142857142857,0.375,0.23076923076923078
rich_rf,6,Uganda,87,69,74,133,363,0.5488958990536278,0.5576923076923077,0.5403726708074534
